id,bio,api_out,high_school,ent_year,grad_year
--- | ---
1958-1976 | Anniston, Ala.
1976-1981 | Jacksonville, Ala.
1981-1984 | Jacksonville, Ala.
1984-1991 | Birmingham, Ala.
1987-1990 | Calhoun County, Ala.
1994-2002 | Alabama
2003-Present | Congress","Saks High School, Anniston, Ala.",1972.0,1976.0
D000602,"A Representative from Alabama; born in Montgomery, Montgomery County, Ala., on October 9, 1967; graduated from Jefferson Davis High School, Montgomery, Ala.; B.A., Harvard University, Cambridge, Mass., 1990; J.D., Harvard University, Cambridge, Mass., 1993; lawyer, private practice; clerk, Judge Myron Thompson, Middle District of Alabama, 1993-1994; Assistant United States Attorney, Middle District of Alabama, 1994-1998; unsuccessful candidate for nomination to the One Hundred Seventh Congress in 2000; elected as a Democrat to the One Hundred Eighth and to the three succeeding Congresses (January 3, 2003-January 3, 2011); not a candidate for reelection to the One Hundred Twelfth Congress in 2010; unsuccessful candidate for Governor of Alabama in 2010.","Time Period | Location
--- | ---
1967-1985 | Montgomery, Montgomery County, Ala.
1985-1990 | Cambridge, Mass.
1990-1993 | Cambridge, Mass.
1993-1994 | Montgomery, Ala.
1994-1998 | Montgomery, Ala.
1998-2000 | Private practice
2003-2011 | Congress
2010 | Alabama (Governor candidate)","Jefferson Davis High School, Montgomery, Ala.",,
R000574,"A Representative from Arizona; born in Fort Monmouth, Monmouth County, N.J., June 11, 1958; graduated from Buena High School, Sierra Vista, Ariz.; B.S., Northern Arizona University, Flagstaff, Ariz., 1980; J.D., Catholic University, Washington, D.C., 2002; businessman; elected as a Republican to the One Hundred Eighth Congress and to the two succeeding Congresses (January 3, 2003-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008; convicted on June 11, 2013, of conspiracy, money laundering, fraud, racketeering, and false statements; full pardon granted by President Donald J. Trump on January 19, 2021.","Time Period | Location
--- | ---
1958-1976 | Fort Monmouth, Monmouth County, N.J.
1976-1980 | Flagstaff, Ariz.
1980-2002 | Sierra Vista, Ariz.
2002-2003 | Washington, D.C.
2003-2009 | Arizona (Congress)
2009-2021 | Unknown (Post-Congress and during legal proceedings)
2021-Present | Unknown (Post-Pardon)","Buena High School, Sierra Vista, Ariz.",,
G000551,"a Representative from Arizona; born in Tucson, Pima County, Ariz., February 19, 1948; graduated from Sunnyside High School, Tucson, Ariz.; B.A., University of Arizona, Tucson, Ariz., 1986; member of the Tucson, Ariz., Unified School Board, 1974-1986; Pima County, Ariz. supervisor, 1989-2002; elected as a Democrat to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present); chair, Committee on Natural Resources (One Hundred Sixteenth and One Hundred Seventeenth Congresses).","Time Period | Location
--- | ---
1948-1966 | Tucson, Pima County, Ariz.
1966-1986 | Tucson, Ariz.
1974-1986 | Tucson, Ariz.
1986-2002 | Pima County, Ariz.
2003-Present | Congress","Sunnyside High School, Tucson, Ariz.",,
N000181,"a Representative from California; born in Tulare County, Calif., October 1, 1973; graduated from Tulare Union High School, Tulare, Calif., 1992; A.A., College of the Sequoias, Visalia, Calif.; B.S., California Polytechnic State University, San Luis Obispo, Calif., 1995; M.S., California Polytechnic State University, San Luis Obispo, Calif., 1996; farmer; businessman; director, United States Department of Agriculture Rural Development, 2001; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses until his resignation on January 1, 2022 (January 3, 2003-January 1, 2022); chair, Permanent Select Committee on Intelligence (One Hundred Fourteenth and One Hundred Fifteenth Congresses).","Time Period | Location
--- | ---
1973-1992 | Tulare County, Calif.
1992-1994 | Visalia, Calif.
1994-1996 | San Luis Obispo, Calif.
1996-2001 | Farmer and businessman
2001-2003 | United States Department of Agriculture Rural Development
2003-2022 | Congress","Tulare Union High School, Tulare, Calif.",1988.0,1992.0
D000600,"a Representative from Florida; born in Fort Lauderdale, Broward County, Fla., September 25, 1961; graduated from Miami Shores Preparatory High School, Miami Shores, Fla., 1979; attended the University of South Florida, Tampa, Fla.; marketing executive; member of the Florida state house of representatives, 1988-1992, 2000-2002; member of the Florida state senate, 1992-2000; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present).","Time Period | Location
--- | ---
1961-1979 | Fort Lauderdale, Broward County, Fla.
1979-1983 | Tampa, Fla.
1983-1988 | Miami Shores, Fla.
1988-1992 | Florida State House of Representatives
1992-2000 | Florida State Senate
2000-2002 | Florida State House of Representatives
2003-Present | Congress","Miami Shores Preparatory High School, Miami Shores, Fla.",1975.0,1979.0
G000550,"A Representative from Georgia; born in Augusta, Richmond County, Ga., July 10, 1942; graduated from St. Thomas Aquinas High School, Augusta, Ga., 1960; B.S., Georgia Institute of Technology, Atlanta, Ga., 1965; M.D., Medical College of Georgia, Augusta, Ga., 1969; physician; member of the Marietta, Ga., board of education, 1993-1997; member of the Georgia state senate, 1999-2002; elected as a Republican to the One Hundred Eighth and to the five succeeding Congresses (January 3, 2003-January 3, 2015); unsuccessful candidate for nomination to the United States Senate in 2014.","Time Period | Location
--- | ---
1942-1960 | Augusta, Richmond County, Ga.
1960-1965 | Atlanta, Ga.
1965-1969 | Augusta, Ga.
1969-1993 | Physician (Location not specified)
1993-1997 | Marietta, Ga.
1999-2002 | Georgia State Senate
2003-2015 | Congress
2014 | Unsuccessful Senate run (Location not specified)","St. Thomas Aquinas High School, Augusta, Ga.",1956.0,1960.0
S001157,"a Representative from Georgia; born in Aynor, Horry County, S.C., June 27, 1945; graduated from Campbell High School, Daytona Beach, Fla., 1963; B.A., Florida Agricultural and Mechanical University, Tallahassee, Fla., 1967; M.B.A., Wharton School of Finance, University of Pennsylvania, Philadelphia, Pa., 1969; business owner; member of the Georgia state house of representatives, 1974-1982; member of the Georgia state senate, 1982-2002; elected as a Democrat to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present); chair, Committee on Agriculture (One Hundred Seventeenth Congress).","Time Period | Location
--- | ---
1945-1961 | Aynor, Horry County, S.C.
1961-1963 | Daytona Beach, Fla.
1963-1967 | Tallahassee, Fla.
1967-1969 | Philadelphia, Pa.
1969-1974 | Georgia (Business owner)
1974-1982 | Georgia (State house of representatives)
1982-2002 | Georgia (State senate)
2003-Present | Congress (Georgia Representative)","Campbell High School, Daytona Beach, Fla.",1959.0,1963.0
C001055,"A Representative from Hawai'i; born in Hilo, Territory of Hawai'i, September 27, 1952; graduated from Hawai'i Preparatory High School, Kamuela, Hawai'i, 1970; B.A., Williams College, Williamstown, Mass., 1975; J.D., University of California, San Francisco, Calif., 1981; lawyer, private practice; business executive; staff, United States Representative Spark Matsunaga of Hawai'i, 1975-1977; staff, United States Senator Spark Matsunaga of Hawai'i, 1977-1978; member of the Hawai'i state house of representatives, 1994-2002; unsuccessful candidate for nomination for Governor of Hawai'i in 2002; elected as a Democrat to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the death of United States Representative Patsy Mink (November 30, 2002-January 3, 2003); elected as a Democrat to the One Hundred Eighth Congress, by special election, to fill the vacancy caused by the death of United States Representative Patsy Mink, and reelected to the succeeding Congress (January 4, 2003-January 3, 2007); was not a candidate for reelection to the One Hundred Tenth Congress in 2006, but was an unsuccessful candidate for nomination to the United States Senate; unsuccessful candidate for special election to the One Hundred Twelfth Congress in 2010; unsuccessful candidate for nomination to the United States Senate in 2012; elected as a Democrat to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present).","Time Period | Location
--- | ---
1952-1970 | Hilo, Territory of Hawai'i
1970-1975 | Williamstown, Mass.
1975-1981 | San Francisco, Calif.
1981-1994 | Private practice and business executive
1994-2002 | Hawai'i
2002-2007 | Congress
2007-2019 | Unsuccessful political campaigns
2019-present | Congress","Hawai'i Preparatory High School, Kamuela, Hawai'i",1966.0,1970.0
K000362,"A Representative from Iowa; born in Storm Lake, Buena Vista County, Iowa, May 28, 1949; graduated from Denison Community High School, Denison, Iowa; attended Northwest Missouri State University, Maryville, Mo., 1967-1970; business owner; member of the Iowa state senate, 1996-2002; elected as a Republican to the One Hundred Eighth and to the eight succeeding Congresses (January 3, 2003-January 3, 2021); unsuccessful candidate for nomination to the One Hundred Seventeenth Congress in 2020.&nbsp;","Time Period | Location
--- | ---
1949-1967 | Storm Lake, Buena Vista County, Iowa
1967-1970 | Maryville, Mo.
1970-1996 | Denison, Iowa
1996-2002 | Iowa State Senate
2003-2021 | Congress
2021-Present | Iowa","Denison Community High School, Denison, Iowa",,
C001058,"(Grandson of Albert Benjamin &quot;Happy&quot; Chandler), a Representative from Kentucky; born in Versailles, Woodford County, Ky., September 12, 1959; graduated from Woodford County High School; B.A., University of Kentucky, Lexington, Ky.; J.D., University of Kentucky, Lexington, Ky.; lawyer, private practice; elected Kentucky state auditor, 1991-1995; elected attorney general for the State of Kentucky, 1995-2003; unsuccessful candidate for Governor of Kentucky in 2003; elected as a Democrat to the One Hundred Eighth Congress in a special election to fill the vacancy caused by the resignation of United States Representative Ernie Fletcher and reelected to five succeeding Congresses (February 17, 2004-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012.","Time Period | Location
--- | ---
1959-1977 | Versailles, Woodford County, Ky.
1977-1983 | Lexington, Ky.
1983-1991 | Private practice
1991-1995 | Kentucky (State Auditor)
1995-2003 | Kentucky (Attorney General)
2004-2013 | Congress
2013-2021 | Kentucky",Woodford County High School,,
M001149,"A Representative from Maine; born in Millinocket, Penobscot County, Maine, January 18, 1955; graduated from Schenck High School, East Millinocket, Maine, 1973; mill worker; member of the Maine state house of representatives, 1980-1994; member of the Maine state senate, 1994-2002, president, 2001, president pro tempore, 2002; elected as a Democrat to the One Hundred Eighth and to the five succeeding Congresses (January 3, 2003-January 3, 2015); was not a candidate for renomination to the One Hundred Fourteenth Congress in 2014, but was an unsuccessful candidate for Governor of Maine.","Time Period | Location
--- | ---
1955-1973 | Millinocket, Penobscot County, Maine
1973-1980 | East Millinocket, Maine
1980-1994 | Maine State House of Representatives
1994-2002 | Maine State Senate
2003-2015 | Congress
2014 | Candidate for Governor of Maine","Schenck High School, East Millinocket, Maine",1969.0,1973.0
M001150,"A Representative from Michigan; born in Detroit, Wayne County, Mich., May 7, 1954; graduated from Lakeshore High School, St. Clair Shores, Mich.; attended Macomb County Community College, Warren, Mich.; attended Northwood Institute; trustee, Harrison Township Board, Harrison Township, Mich., 1979-1980; Harrison Township, Mich., supervisor, 1980-1992; Macomb County, Mich., treasurer, 1992-1994; Michigan secretary of state, 1994-2002; elected as a Republican to the One Hundred Eighth and to the six succeeding Congresses until her resignation on December 31, 2016 (January 3, 2003-December 31, 2016); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016; chair, Committee on House Administration (One Hundred Thirteenth and One Hundred Fourteenth Congresses); Macomb County, Mich., public works commissioner, 2017-present.","Time Period | Location
--- | ---
1954-1972 | Detroit, Wayne County, Mich.
1972-1974 | St. Clair Shores, Mich.
1974-1976 | Warren, Mich.
1976-1979 | Northwood Institute
1979-1980 | Harrison Township, Mich.
1980-1992 | Harrison Township, Mich.
1992-1994 | Macomb County, Mich.
1994-2002 | Michigan
2003-2016 | Congress
2017-present | Macomb County, Mich.","Lakeshore High School, St. Clair Shores, Mich.",,
M001147,"A Representative from Michigan; born in Livonia, Wayne County, Mich., on August 22, 1965; graduated from Detroit Central Catholic High School, Redford, Mich., 1983; B.A., University of Detroit, Detroit, Mich., 1987; J.D., University of Detroit, Detroit, Mich., 1990; lawyer, private practice; member of the Wayne County, Mich., commission, 1992-1998; member of the Michigan state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the four succeeding Congresses until his resignation on July 6, 2012 (January 3, 2003-July 6, 2012); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012.","Time Period | Location
--- | ---
1965-1983 | Livonia, Wayne County, Mich.
1983-1990 | Detroit, Mich.
1990-1992 | Private practice
1992-1998 | Wayne County, Mich.
1998-2002 | Michigan State Senate
2003-2012 | Congress","Detroit Central Catholic High School, Redford, Mich.",1979.0,1983.0
G000548,"A Representative from New Jersey; born in Englewood, Bergen County, N.J., July 9, 1959; graduated from High Point Regional High School, Sussex, N.J., 1977; B.A., Montclair State University, Montclair, N.J., 1981; J.D., Rutgers University Law School, Camden, N.J., 1984; lawyer, private practice; member of the New Jersey state general assembly, 1990-2002; elected as a Republican to the One Hundred Eighth and to the six succeeding Congresses (January 3, 2003-January 3, 2017); unsuccessful candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1959-1977 | Englewood, Bergen County, N.J.
1977-1981 | Montclair, N.J.
1981-1984 | Camden, N.J.
1984-1990 | Private practice
1990-2002 | New Jersey
2003-2017 | Congress","High Point Regional High School, Sussex, N.J.",1973.0,1977.0
P000588,"A Representative from New Mexico; born in Lamesa, Dawson County, Tex., August 24, 1947; attended the public schools; graduated from Hobbs High School, Hobbs, N.Mex., 1965; B.A., New Mexico State University, Las Cruces, N.Mex., 1970; M.B.A., Eastern New Mexico University, Portales, N.Mex., 1991; United States Air Force, 1970-1976; businessman; member of the New Mexico state house of representatives, 1997-2000; elected as a Republican to the One Hundred Eighth and to the two succeeding Congresses (January 3, 2003-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008, but was an unsuccessful candidate for election to the United States Senate; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018, but was an unsuccessful candidate for Governor of New Mexico; chair, New Mexico Republican Party, 2018-present.","Time Period | Location
--- | ---
1947-1965 | Lamesa, Dawson County, Tex.
1965-1970 | Las Cruces, N.Mex.
1970-1976 | United States Air Force
1976-1991 | Businessman
1991-1997 | Portales, N.Mex.
1997-2000 | New Mexico
2003-2009 | Congress
2011-2019 | Congress
2018-present | Chair, New Mexico Republican Party","Hobbs High School, Hobbs, N.Mex.",1961.0,1965.0
B001242,"A Representative from New York; born in Southampton, Suffolk County, N.Y., June 1, 1950; graduated from Southampton High School, Southampton, N.Y., 1968; A.B., Holy Cross College, Worcester, Mass., 1972; M.A., Long Island University, Long Island, N.Y., 1981; administrator, Southampton College, Southampton, N.Y., 1973-2002; elected as a Democrat to the One Hundred Eighth and to the five succeeding Congresses (January 3, 2003-January 3, 2015); unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in 2014.","Time Period | Location
--- | ---
1950-1968 | Southampton, Suffolk County, N.Y.
1968-1972 | Worcester, Mass.
1972-1981 | Long Island, N.Y.
1973-2002 | Southampton, N.Y.
2003-2015 | Congress","Southampton High School, Southampton, N.Y.",1964.0,1968.0
B001251,"a Representative from North Carolina; born in Wilson, Wilson County, N.C., April 27, 1947; graduated from Charles H. Darden High School, Wilson, N.C., 1965; B.A., North Carolina Central University, Durham, N.C., 1971; J.D., North Carolina Central University School of Law, 1974; United States Army, 1968-1970; lawyer, private practice; North Carolina resident superior court judge, 1989-2001; North Carolina special superior court judge, 2002-2004; justice of the North Carolina state supreme court, 2001-2002; elected as a Democrat to the One Hundred Eighth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Frank Ballance, and reelected to the nine succeeding Congresses until his resignation on December 30, 2022 (July 20, 2004-December 30, 2022); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1947-1965 | Wilson, Wilson County, N.C.
1965-1971 | Durham, N.C.
1971-1974 | Durham, N.C.
1974-1989 | Private practice
1989-2001 | North Carolina
2001-2002 | North Carolina
2002-2004 | North Carolina
2004-2022 | Congress","Charles H. Darden High School, Wilson, N.C.",1961.0,1965.0
T000463,"A Representative from Ohio; born in Dayton, Montgomery County, Ohio, January 11, 1960; graduated from Belmont High School, Dayton, Ohio, 1978; B.A., Ohio Northern University, Ada, Ohio, 1982; J.D., Case Western Reserve University, Cleveland, Ohio, 1985; M.B.A., University of Dayton, Dayton, Ohio, 1992; Ph.D., Georgetown University, Washington, D.C., 2022; lawyer, private practice; mayor of Dayton, Ohio, 1994-2002; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present); chair, Permanent Select Committee on Intelligence (One Hundred Eighteenth Congress).","Time Period | Location
--- | ---
1960-1978 | Dayton, Montgomery County, Ohio
1978-1982 | Ada, Ohio
1982-1985 | Cleveland, Ohio
1985-1992 | Dayton, Ohio
1992-2022 | Washington, D.C.
1994-2002 | Dayton, Ohio
2003-Present | Congress","Belmont High School, Dayton, Ohio",1974.0,1978.0
R000577,"A Representative from Ohio; born in Niles, Trumbull County, Ohio, July 16, 1973; graduated from John F. Kennedy High School, Warren, Ohio, 1991; B.S., Bowling Green State University, Bowling Green, Ohio, 1995; J.D., Franklin Pierce Law Center, Rindge, N.H., 2000; staff, United States Representative James A. Traficant, Jr., of Ohio; member of the Ohio state senate, 2000-2002; elected as a Democrat to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022, but was an unsuccessful candidate for election to the United States Senate.","Time Period | Location
--- | ---
1973-1991 | Niles, Trumbull County, Ohio
1991-1995 | Bowling Green, Ohio
1995-2000 | Rindge, N.H.
2000-2002 | Ohio State Senate
2003-2023 | Congress
2022 | Ran for United States Senate","John F. Kennedy High School, Warren, Ohio",1987.0,1991.0
C001053,"a Representative from Oklahoma; born in Shreveport, Caddo Parish, La., on April 28, 1949; an enrolled member of the Chickasaw Nation; graduated from Moore High School, Moore, Okla., 1967; B.A., Grinnell College, Grinnell, Iowa, 1971; M.A., Yale University, New Haven, Conn., 1974; Ph.D., University of Oklahoma, Norman, Okla., 1984; consultant; graduate assistant, University of Oklahoma, Norman, Okla.; faculty, Oklahoma Baptist University, Shawnee, Okla.; staff, United States Representative Marvin (Mickey) Edwards of Oklahoma, 1982-1984; chairman, Oklahoma Republican Party, 1985-1989; private advocate; member of the Oklahoma state senate, 1988-1991; executive director, National Republican Congressional Committee, 1991-1993; Oklahoma secretary of state, 1995-1999; chief of staff, Republican National Committee, 1999-2001; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present), chair, Committee on Rules (One Hundred Eighteenth Congress).","Time Period | Location
--- | ---
1949-1967 | Shreveport, Caddo Parish, La.
1967-1971 | Moore, Okla.
1971-1974 | Grinnell, Iowa
1974-1984 | Norman, Okla.
1984-1988 | Shawnee, Okla.
1982-1984 | Oklahoma (staff for U.S. Representative)
1985-1989 | Oklahoma (chairman, Oklahoma Republican Party)
1988-1991 | Oklahoma (member of the Oklahoma state senate)
1991-1993 | National Republican Congressional Committee
1995-1999 | Oklahoma (Oklahoma secretary of state)
1999-2001 | Republican National Committee
2003-present | Congress","Moore High School, Moore, Okla.",1963.0,1967.0
M001151,"A Representative from Pennsylvania; born in Cleveland, Cuyahoga County, Ohio, on September 11, 1952; graduated from Walsh Jesuit High School, Cuyahoga Falls, Ohio; B.S., Wheeling Jesuit University, Wheeling, W.Va., 1974; M.S., Cleveland State University, Cleveland, Ohio, 1976; Ph.D., University of Pittsburgh, Pittsburgh, Pa., 1979; assistant professor of pediatrics, University of Pittsburgh School of Medicine, Pittsburgh, Pa.; associate professor (adjuct), University of Pittsburgh School of Public Health, Pittsburgh, Pa.; psychologist; member of the Pennsylvania state senate, 1996-2002; United States Navy Reserve Medical Service Corps, 2009-2017; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses until his resignation on October 21, 2017 (January 3, 2003-October 21, 2017).","Time Period | Location
--- | ---
1952-1970 | Cleveland, Cuyahoga County, Ohio
1970-1974 | Wheeling, W.Va.
1974-1976 | Cleveland, Ohio
1976-1979 | Pittsburgh, Pa.
1979-1996 | University of Pittsburgh, Pittsburgh, Pa.
1996-2002 | Pennsylvania State Senate
2003-2017 | Congress
2009-2017 | United States Navy Reserve Medical Service Corps","Walsh Jesuit High School, Cuyahoga Falls, Ohio",,
B001239,"A Representative from South Carolina; born in Westminster, Oconee County, S.C., February 14, 1961; graduated from Westminster High School, Westminster, S.C., 1979; B.A., The Citadel, Charleston, S.C., 1983; United States Army, 1983-1987; business owner; member of the South Carolina state house of representatives, 1996-2002; elected as a Republican to the One Hundred Eighth and to the three succeeding Congresses (January 3, 2003-January 3, 2011); not a candidate for reelection in 2010, but was an unsuccessful candidate for nomination for governor of South Carolina.","Time Period | Location
--- | ---
1961-1979 | Westminster, Oconee County, S.C.
1979-1983 | Charleston, S.C.
1983-1987 | United States Army
1987-1996 | Business owner
1996-2002 | South Carolina
2003-2011 | Congress
2011-2021 | South Carolina","Westminster High School, Westminster, S.C.",1975.0,1979.0
H001037,"(Wife of Max Sandlin), a Representative from South Dakota; born near Houghton, S.Dak., December 3, 1970; graduated from Groton High School, Groton, S.Dak.; B.A., Georgetown University, Washington, D.C., 1993; J.D., Georgetown University Law School, Washington, D.C., 1997; lawyer, private practice; unsuccessful candidate for election to One Hundred and Eighth Congress in 2002; elected as a Democrat to the One Hundred and Eighth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative William Janklow, and re-elected to the three succeeding Congresses (June 1, 2004-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010.","Time Period | Location
--- | ---
1970-1988 | Houghton, S.Dak.
1988-1993 | Washington, D.C.
1993-1997 | Washington, D.C.
1997-2004 | Private practice
2004-2011 | Congress","Groton High School, Groton, S.Dak.",,
B001243,"A Senator and a Representative from Tennessee; born in Laurel, Jones County, Miss., June 6, 1952; graduated from Northeast Jones High School, Laurel, Miss.; B.S. Mississippi State University, Starkville, Miss., 1973; business owner; private advocate; unsuccessful candidate for election to the One Hundred Third Congress in 1992; member of the Tennessee state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025.","Time Period | Location
--- | ---
1952-1970 | Laurel, Jones County, Miss.
1970-1973 | Starkville, Miss.
1973-1992 | Tennessee (Business owner, private advocate)
1992-1998 | Tennessee (Unsuccessful candidate for Congress)
1998-2002 | Tennessee (State Senate)
2003-2019 | Tennessee (Congress)
2019-2025 | Tennessee (Senate)","Northeast Jones High School, Laurel, Miss.",,
N000182,"A Representative from Texas; born in St. Louis, St. Louis County, Mo., December 24, 1949; graduated from Coronado High School, Lubbock, Tex., 1968; B.B.A., Texas Tech University, Lubbock, Tex., 1972; businessman; member of the Lubbock, Tex., city council, 1992-1998, mayor pro tempore, 1994-1996; elected as a Republican to the One Hundred Eighth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Larry Ed Combest, and reelected to the six succeeding Congresses (June 3, 2003-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1949-1968 | St. Louis, St. Louis County, Mo.
1968-1972 | Lubbock, Tex.
1972-1992 | Lubbock, Tex. (Businessman)
1992-1998 | Lubbock, Tex. (City Council)
1994-1996 | Lubbock, Tex. (Mayor Pro Tempore)
2003-2017 | Congress (Representative from Texas)","Coronado High School, Lubbock, Tex.",1964.0,1968.0
C001051,"A Representative from Texas; born in Houston, Harris County, Tex., November 6, 1941; graduated from Bellaire High School, Houston, Tex., 1960; B.A., Texas Tech University, Lubbock, Tex., 1964; J.D., University of Texas Law School, Austin, Tex., 1969; lawyer, private practice; judge, district court of Williamson County, Tex., 1982-2001; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present).","Time Period | Location
--- | ---
1941-1960 | Houston, Harris County, Tex.
1960-1964 | Lubbock, Tex.
1964-1969 | Austin, Tex.
1969-1982 | Private practice
1982-2001 | Williamson County, Tex.
2003-present | Congress","Bellaire High School, Houston, Tex.",1956.0,1960.0
B001250,"a Representative from Utah; born in Kaysville, Davis County, Utah, July 13, 1951; graduated from Davis High School, Kaysville, Utah, 1969; B.A., University of Utah, Salt Lake City, Utah, 1974; teacher; professional advocate; member of the Utah state house of representatives, 1979-1994, speaker, 1992-1994; elected as a Republican to the One Hundred Eighth and to the eight succeeding Congresses (January 3, 2003-January 3, 2021); chair, Committee on Natural Resources (One Hundred Fourteenth and One Hundred Fifteenth Congresses); was not a candidate for reelection to the One Hundred Seventeenth Congress in 2020, but was an unsuccessful candidate for nomination for lieutenant governor of Utah.","Time Period | Location
--- | ---
1951-1969 | Kaysville, Davis County, Utah
1969-1974 | Salt Lake City, Utah
1974-1979 | Kaysville, Davis County, Utah (as a teacher)
1979-1994 | Utah (as a member of the Utah state house of representatives)
1994-2003 | Kaysville, Davis County, Utah
2003-2021 | Utah (as a Representative)
2021-Present | Utah (as a candidate for lieutenant governor)","Davis High School, Kaysville, Utah",1965.0,1969.0
O000006,"A Representative from Minnesota; born in Chisholm, St. Louis County, Minn., September 10, 1934; graduated from Chisholm High School, Chisholm, Minn., 1952; B.A., College of St. Thomas, St. Paul, Minn., 1956; M.A., College of Europe, Bruges, Belgium, 1957; staff for United States Representative John Anton Blatnik of Minnesota, 1963-1974; administrator of the Committee on Public Works, United States House of Representatives, 1971-1974; elected as a Democrat to the Ninety-fourth and to the seventeen succeeding Congresses (January 3, 1975-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; chair, Committee on Transportation and Infrastructure (One Hundred Tenth and One Hundred Eleventh Congresses); died on May 3, 2014, in Potomac, Md; interment at Gate of Heaven Cemetery, Silver Spring, Md.","Time Period | Location
--- | ---
1934-1952 | Chisholm, St. Louis County, Minn.
1952-1956 | St. Paul, Minn.
1956-1957 | Bruges, Belgium
1957-1963 | (Unknown)
1963-1974 | Minnesota
1975-2011 | Congress
2011-2014 | Potomac, Md.","Chisholm High School, Chisholm, Minn.",1948.0,1952.0
P000583,"A Representative from Texas; born in Pittsburgh, Allegheny County, Pa., August 20, 1935; graduated from Dormont High School, Dormont, Pa., 1953; B.A., Gettysburg College, Gettysburg, Pa., 1957; M.D., Duke University Medical Center, Durham, N.C., 1961; internship and residency training, Henry Ford Hospital, Detroit, Mich., 1961 and 1962; obstetrics and gynecology training, University of Pittsburgh, Pittsburgh, Pa., 1965-1968; medical doctor; United States Air Force, 1963-1965; United States Air National Guard, 1965-1968; delegate, Texas state Republican convention, 1974; unsuccessful candidate for election to the Ninety-fourth Congress in 1974; elected as a Republican to the Ninety-fourth Congress, by special election to fill the vacancy created by the resignation of United States Representative Robert R. Casey (April 3, 1976-January 3, 1977); unsuccessful candidate for reelection to the Ninety-fifth Congress in 1976; elected to the Ninety-sixth and to the two succeeding Congresses (January 3, 1979-January 3, 1985); was not a candidate for reelection to the House of Representatives in 1984, but was an unsuccessful candidate for nomination to the United States Senate; author; unsuccessful Libertarian Party candidate for election for President of the United States in 1988; elected as a Republican to the One Hundred Fifth and to the seven succeeding Congresses (January 3, 1997-January 3, 2013); unsuccessful candidate for the Republican nomination for President of the United States in 2008 and in 2012; was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012.","Time Period | Location
--- | ---
1935-1953 | Pittsburgh, Allegheny County, Pa.
1953-1957 | Gettysburg, Pa.
1957-1961 | Durham, N.C.
1961-1962 | Detroit, Mich.
1965-1968 | Pittsburgh, Pa.
1963-1965 | (United States Air Force)
1965-1968 | (United States Air National Guard)
1974-1976 | Texas
1976-1977 | Congress
1979-1985 | Congress
1984 | (Unsuccessful Senate Nomination)
1988 | (Unsuccessful Presidential Election)
1997-2013 | Congress
2008, 2012 | (Unsuccessful Presidential Elections)","Dormont High School, Dormont, Pa.",1949.0,1953.0
