id,bio
C000994,"a Representative from California; born in Los Angeles, Los Angeles County, Calif., December 8, 1941; B.A., University of Missouri, Columbia, Mo., 1964; M.A., University of Missouri, Columbia, Mo., 1965; M.B.A., National University, San Diego, Calif., 1985; United States Navy, 1966-1987; teacher; lecturer; businessman; elected as a Republican to the One Hundred Second and to the seven succeeding Congresses until his resignation on December 1, 2005 (January 3, 1991-December 1, 2005); convicted on March 3, 2006, of tax evasion and conspiracy; conditional pardon granted by President Donald J. Trump on January 13, 2021."
R000615,"A Senator from Utah; born in Detroit, Mich., March 12, 1947; B.A., English, Brigham Young University, 1971; J.D., Harvard Law School, 1975; M.B.A., Harvard Business School, 1975; investment company founder and chief executive officer; consulting firm chief executive officer; president and chief executive officer of the Salt Lake Organizing Committee for the Olympic Winter Games of 2002; governor of Massachusetts 2003-2007; was an unsuccessful candidate for the Republican presidential nomination in 2008; was an unsuccessful Republican nominee for President of the United States in 2012; elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025."
M001178,"A Representative from New York; born in Columbia, Boone County, Mo., January 26, 1970; graduated from David H. Hickman High School, Columbia, Mo., 1988; A.B., Harvard University, Cambridge, Mass., 1992; businessman; professional advocate; elected as a Democrat to the One Hundred Eleventh Congress, by special election to fill the vacancy caused by the resignation of United States Representative Kirsten Gillibrand (March 31, 2009-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010."
D000620,"A Representative from Maryland; born in Wood-Ridge, Bergen County, N.J., April 16, 1963; B.S., Columbia University, New York, N.Y., 1985; J.D., Georgetown University, Washington, D.C., 1988; lawyer, private practice; business owner; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018."
C001087,"a Representative from Arkansas; born at Homestead Air Force Base, Miami-Dade County, Florida, January 22, 1966; graduated from Alvirne High School in Hudson, N.H.; United States Army, 1985-1989; B.S., Arkansas State University, Jonesboro, Ark., 1996; journalist; business owner; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present)."
A000361,"A Representative from Louisiana; born in Quitman, Jackson Parish, La., December 5, 1946; graduated from Jonesboro-Hodge High School, Jonesboro, La., 1964; graduated, University of Louisiana-Monroe, Monroe, La.; United States Air Force reserve, 1965-1971; insurance agent; businessman; member of the Louisiana state house of representatives, 1987-2002; elected as a Democrat to the One Hundred Eighth Congress; changed party affiliation from a Democrat to a Republican on August 9, 2004, elected as a Republican to the One Hundred Ninth and to the four succeeding Congresses until his resignation on September 27, 2013 (January 3, 2003- September 27, 2013)."
V000135,"a Representative from Wisconsin; born in Minnesota, September 15, 1969; B.S., Excelsior University, Albany, NY; United States Navy, 1988-2014; actor; business owner; unsuccessful candidate for election to the One Hundred Seventeenth Congress in 2020; elected as a Republican to the One Hundred Eighteenth Congress (January 2023-present)."
F000444,"A Senator and a Representative from Arizona; born in Snowflake, Navajo County, Ariz., December 31, 1962; graduated from Brigham Young University, Provo, Utah, 1986; M.A. Brigham Young University, Provo, Utah, 1987; elected as a Republican to the One Hundred Seventh and to the five succeeding Congresses (January 3, 2001-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2012, and served from January 3, 2013, to January 3, 2019; was not a candidate for reelection to the Senate in 2018."
M001185,"a Representative from New York; born in Sherbrooke, Quebec, Canada, July 30, 1966; graduated from Hanover High School, Hanover, N.H., 1984; attended Georgetown University, Washington, D.C., 1986; B.A., University of Virginia, Charlottesville, Va., 1988; J.D., University of Virginia, Charlottesville, Va., 1992; campaign aide; lawyer, private practice; businessman; staff secretary to President William J. Clinton, 1997-2000; unsuccessful candidate for nomination for New York attorney general in 2006 and 2018; first deputy secretary to New York Governor Eliot Spitzer, 2007-2008; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-January 3, 2023); unsuccessful candidate for reelection to the One Hundred Eighteenth Congress in 2022."
C000754,"A Representative from Tennessee; born in Nashville, Davidson County, Tenn., June 19, 1954; graduated from Groton School, Groton, Mass., 1972; B.A., University of North Carolina (Morehead Scholar), Chapel Hill, N.C., 1975; M.A., Oxford University (Rhodes Scholar), Oxford, England, 1977; J.D., Harvard University Law School, Cambridge, Mass., 1980; lawyer, private practice; adjunct professor, Vanderbilt University, Nashville, Tenn.; elected as a Democrat to the Ninety-eighth and to the five succeeding Congresses (January 3, 1983-January 3, 1995); was not a candidate for reelection to the One Hundred Fourth Congress in 1994, but was an unsuccessful candidate for election to the United States Senate; investment banker; elected as a Democrat to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022."
L000557,"a Representative from Connecticut; born in Hartford, Hartford County, Conn., July 22, 1948; graduated East Hartford High School, Hartford, Conn., 1967; B.A., Central Connecticut University, New Britain, Conn., 1971; member of the East Hartford, Conn., board of education, 1977-1979; member of the East Hartford, Conn., town council, 1979-1983; senior fellow at the Yale Bush Center for Child Development and Social Policy, New Haven, Conn.; teacher; businessman; member of the Connecticut state senate, 1986-1998, president pro tempore, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the twelve succeeding Congresses (January 3, 1999-present); chair, House Democratic Caucus (One Hundred Eleventh and One Hundred Twelfth Congresses)."
F000459,"A Representative from Tennessee; born in Manhattan, New York County, N.Y., October 11, 1962; graduated from Elk Grove High School, Elk Grove, Ill., 1980; B.A., University of Illinois, Urbana-Champaign, Ill., 1983; J.D., University of Tennessee, Knoxville, Tenn., 1986; lawyer, private practice; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present)."
H000338,"A Senator from Utah; born in Homestead Park, Allegheny County, Pa., March 22, 1934; received early education in the public schools of Pittsburgh, Pa.; graduated, Brigham Young University 1959; graduated, University of Pittsburgh Law School 1962; admitted to the Pennsylvania bar in 1963 and commenced practice in Pittsburgh; moved to Utah in 1969 and continued practicing law; elected as a Republican to the United States Senate in 1976; reelected in 1982, 1988, 1994, 2000, 2006, and again in 2012, and served from January 3, 1977, to January 3, 2019; president pro tempore (2015-2019); chair, Committee on Labor and Human Resources (Ninety-seventh to Ninety-ninth Congresses), Committee on the Judiciary (One Hundred Fourth to One Hundred Sixth Congresses; One Hundred Seventh Congress [January 20, 2001-June 6, 2001], One Hundred Eighth Congress), Committee on Finance (One Hundred Fourteenth and One Hundred Fifteenth Congresses); was not a candidate for reelection to the Senate in 2018; was a resident of Salt Lake City, Utah, until his death on April 23, 2022; interment in Newton Cemetery, Newton, Cache County, Utah."
S000749,"A Representative from South Carolina; born in Charlotte, Mecklenburg County, N.C., November 1, 1942; graduated from York High School, York, S.C., 1960; A.B., Davidson College, Davidson, N.C., 1964; M.A., Marshall Scholar, Corpus Christi College, Oxford University, Oxford, England, 1966; LL.B., Yale Law School, New Haven, Conn., 1969; United States Army, 1969-1971; lawyer, private practice; banker; business owner; delegate, South Carolina state Democratic convention, 1972-1980; delegate, Democratic National Convention, 1964; elected as a Democrat to the Ninety-eighth and to the thirteen succeeding Congresses (January 3, 1983-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; chair, Committee on the Budget (One Hundred Tenth and One Hundred Eleventh Congresses)."
M001217,"a Representative from Florida; born in Coral Springs, Broward County, Fla., December 18, 1980; graduated from Marjory Stoneman Douglas High School, Parkland, Fla., 1999; B.A., George Washington University, Washington, D.C., 2003; J.D., Nova Southeastern University, Davie, Fla., 2007; campaign staff; lawyer, private practice; business executive; Parkland, Fla., city commissioner, 2006-2012; member of the Florida state house of representatives, 2012-2019; director of the Florida department of emergency management, 2019-2021; Broward County, Fla., commissioner, 2022; elected as a Democrat to the One Hundred Eighteenth Congress (January 3, 2023&ndash;present)."
K000220,"A Representative from Georgia; born in Bryan, Brazos County, Tex., April 24, 1955; graduated from Clarke Central High School, Athens, Ga.; attended Michigan State University, East Lansing, Mich., 1973-1974; A.B., University of Georgia, Athens, Ga., 1978; business executive; member of the Georgia state house of representatives, 1985-1993; elected as a Republican to the One Hundred Third and to the ten succeeding Congresses (January 3, 1993-January 3, 2015); unsuccessful candidate for nomination to the United States Senate in 2014."
C001119,"A Representative from Minnesota; born in West Helena, Phillips County, Arkansas, on February 14, 1972; graduated from Nettleton High School, Jonesboro, Ark.; B.A., University of Memphis, Memphis, Tenn., 1994; journalist; healthcare company manager; unsuccessful candidate for election to the One Hundred Fifteenth Congress in 2016; elected as a Democrat to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
P000601,"A Representative from Mississippi; born in Gulfport, Harrison County, Miss., February 21, 1970; graduated from Saint John High School, Gulfport, Miss., 1988; B.S., University of Southern Mississippi, Hattiesburg, Miss., 1994; M.P.A., University of Southern Mississippi, Hattiesburg, Miss., 1996; United States Marine Corps Reserve, 1988-1996; Mississippi Army National Guard, 2007-present; accountant; member of the Mississippi state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022."
N000191,"a Representative from Colorado; born in Bakersfield, Kern County, Calif., May 13, 1984; graduated from Thunder Ridge High School, Highlands Ranch, Colo., 2002; B.A., University of Colorado, Boulder, Colo., 2005; J.D., University of Colorado, Boulder, Colo., 2009; nonprofit executive; member of the board of regents of the University of Colorado, Boulder, Colo., 2009-2015; executive director, Colorado department of regulatory agencies, 2015-2017; lawyer; elected as a Democrat to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States."
C001077,"<p>a Representative from Colorado; born in Fort Leonard Wood, Pulaski County, Mo., March 19, 1955; attended Aurora Central High School, Aurora, Colo.; received graduation equivalency degree through the United States Army; B.A., University of Colorado, Boulder, Colo., 1979; United States Army, 1972-1974; United States Army Reserve, 1975-1978; United States Marine Corps, 1979-1982; United States Marine Corps Reserve, 1983-1994, 2005-2006; small business owner; member of the Colorado state house of representatives, 1989-1994; member of the Colorado state senate, 1994-1998; Colorado state treasurer, 1999-2007; Colorado secretary of state, 2007-2008; elected as a Republican to the One Hundred Eleventh and to the four succeeding Congresses (January 3, 2009-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018; Mayor of Aurora, Colo., 2019-present.</p>"
C001037,"A Representative from Massachusetts; born in Somerville, Middlesex County, Mass., January 9, 1952; graduated from Somerville High School, Somerville, Mass., 1969; A.B., Dartmouth College, Hanover, N.H., 1973; J.D., Boston College, Chestnut Hill, Mass., 1977; lawyer, private practice; chief legal counsel, joint committee on taxation, Massachusetts state legislature, 1978-1984; alderman, Somerville, Mass., 1977-1979; alderman-at-large, Somerville, Mass., 1985-1989; Mayor of Somerville, Mass., 1990-1998; Democratic state committeeman, 1996; president, Massachusetts Municipal Association, 1998; elected as a Democrat to the One Hundred Sixth and to the nine succeeding Congresses (January 3, 1999-January 3, 2019); unsuccessful candidate for nomination to the One Hundred Sixteenth Congress in 2018."
W000804,"a Representative from Virginia; born in Washington, D.C., February 3, 1959; B.S., Virginia Polytechnic Institute, Blacksburg, Va., 1981; M.P.H., University of North Carolina, Chapel Hill, N.C., 1990; Ph.D., Virginia Commonwealth University, Richmond, Va., 2002; field director, division of shellfish sanitation, Va., department of health; member of the Montross, Va., town council, 1986-1996; Mayor of Montross, Va., 1992-1996; member of the Westmoreland County, Va., board of supervisors, 1996-2005; chairman of the Westmoreland County Va., board of supervisors, 2004-2005; member of the Virginia house of delegates, 2006-2007; elected as a Republican to the One Hundred Tenth Congress, by special election, to fill the vacancy caused by the death of United States Representative Jo Ann Davis, and to the eight succeeding Congresses (December 11, 2007-present)."
B001276,"A Representative from New York; born in Auburn, Cayuga County, N.Y., May 8, 1951; R.N., St. Joseph's Hospital School of Nursing, Syracuse, N.Y., 1972; B.S., Le Moyne College, Syracuse, N.Y., 1977; J.D., Syracuse University, Syracuse, N.Y., 1994; nurse; member of the Syracuse common council, 1994-1995; assistant New York state attorney general, 1997-2010; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012."
B001272,"A Representative from North Dakota; born in Maddock, Benson County, N. Dak., August 16, 1959; graduated from Hettinger High School, Hettinger, N. Dak., 1977; attended, North Dakota State College of Science, Wahpeton, N. Dak., 1977-1978; B.S., North Dakota State University, Fargo, N. Dak., 1981; business owner; member of the North Dakota state house of representatives, 1984-2010; speaker, North Dakota state house of representatives, 1993; majority leader, North Dakota state house of representatives, 2003-2009; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); not a candidate for reelection in 2012, but was an unsuccessful candidate for the United States Senate; chair, North Dakota Republican Party, 2018-present."
F000262,"(Son of Harold Eugene Ford), a Representative from Tennessee; born in Memphis, Shelby County, Tenn., May 11, 1970; graduated from St. Albans School for Boys, Washington, D.C.; B.A., University of Pennsylvania, Philadelphia, Pa., 1992; J.D., University of Michigan Law School, 1996; staff aide, United States Senate Committee on the Budget, 1992; special assistant, United States Department of Commerce, 1993; elected as a Democrat to the One Hundred Fifth and to the four succeeding Congresses (January 3, 1997-January 3, 2007); not a candidate for reelection, but was an unsuccessful candidate to the United States Senate in 2006."
M001209,"A Representative from Utah; born in West Bountiful, Davis County, Utah, December 5, 1974; graduated from Viewmont High School, Bountiful, Utah, 1993; B.A., University of Utah, Salt Lake City, Utah, 2000; J.D., Columbia University, New York, N.Y., 2003; lawyer; adjunct professor; staff, Mayor of Salt Lake City, 2008-2012; member of the Utah state senate, 2008-2012; Mayor of Salt Lake County, 2013-2019; elected as a Democrat to the One Hundred Sixteenth Congress (January 3, 2019-January 3, 2021); unsuccessful candidate for reelection to the One Hundred Seventeenth Congress in 2020."
B001266,"A Senator from Illinois; born in Centralia, Ill., August 3, 1937; B.A., Southern Illinois University, Carbondale, Ill., 1959; J.D., Howard University, 1963; national bank examiner for comptroller of the currency, U.S. Treasury Department 1963-1964; bank executive; director, Illinois State Department of General Services 1973-1976; Illinois State comptroller 1978-1990, the first African American elected to statewide office in Illinois; unsuccessful candidate for the Democratic nomination for United States senator in1984; Illinois State attorney general 1991-1995; trustee, Financial Accounting Foundation board 1991-1994; unsuccessful candidate for the Democratic nomination for governor in 1994, 1998, and 2002; practiced law in Chicago, Ill.; appointed as a Democrat to the United States Senate on December 31, 2008, to fill the vacancy caused by the resignation of Barack Obama, but credentials were not in order until January 12, 2009; took the oath of office on January 15, 2009, and served from January 12, 2009, to November 29, 2010, a successor having been chosen in a special election; not a candidate for election to the unexpired portion of the term."
C001123,"a Representative from California; born in Torrance, Los Angeles County, Calif., February 12, 1971; B.A., George Washington University, Washington, D.C., 1994; M.B.A., Regis University, Denver, Colo., 2002; M.A., Brown University, Providence, R.I., 2015; United States Navy, 1994-2004; corporate manager; non-profit executive; elected as a Democrat to the One Hundred Sixteenth Congress (January 3, 2019-January 3, 2021); unsuccessful candidate for reelection to the One Hundred Seventeenth Congress in 2020; Under Secretary of Defense for Personnel and Readiness, United States Department of Defense, 2021-present."
P000096,"A Representative from New Jersey; born in Paterson, Passaic County, N.J., January 25, 1937; graduated from St. John the Baptist High School, Paterson, N.J., 1955; B.A., Fordham University, New York, N.Y., 1959; M.A., Fordham University, New York, N.Y., 1961; United States Army, 1961-1962; United States Army Reserve, 1962-1967; teacher; president of the Paterson, N.J., board of education, 1979-1982; member of the New Jersey state general assembly, 1988-1996, minority leader pro tempore; mayor of Paterson, N.J., 1990-1996; elected as a Democrat to the One Hundred Fifth and to the thirteen succeeding Congresses (January 3, 1997-present)."
O000175,"a Representative from Tennessee; born in Nashville, Davidson County, Tenn., June 18, 1971; graduated from Franklin High School, Franklin, Tenn., 1990; B.S., Middle Tennessee State University, Murfreesboro, Tenn., 2007; business owner; nonprofit executive; professional advocate; unsuccessful candidate for nomination to the One Hundred Eighth Congress in 2002; campaign staff, presidential campaign of Newton Leroy Gingrich, 2012; Mayor of Maury County, Tenn., 2018-2022; elected as a Republican to the One Hundred Eighteenth Congress (January 3, 2023-present)."
W000794,"A Representative from California; born in Los Angeles, Los Angeles County, Calif., November 12, 1933; graduated from Susan Miller Dorsey High School, Los Angeles, Calif.; B.A., University of California, Los Angeles, Calif., 1956; M.S., California State University, Los Angeles, Calif., 1967; attended the Kennedy School of Government, Harvard University, Cambridge, Mass.; Ph.D., Claremont Graduate University, Claremont, Calif., 1987; psychologist; faculty, California State University, Los Angeles, Calif., 1969-1971; health occupation specialist, Bureau of Industrial Education, California Department of Education, 1971-1973; member of the Los Angeles, Calif., unified school board, 1975-1978; member of the California state senate, 1978-1998; United States Ambassador to the Federated States of Micronesia, 1999-2000; elected as a Democrat to the One Hundred Seventh Congress, by special election, to fill the vacancy caused by the death of United States Representative Julian Dixon, and reelected to the four succeeding Congresses (June 5, 2001-January 3, 2011); was not a candidate for reelection to the One Hundred Twelfth Congress in 2010."
S001159,"a Representative from Washington; born in Seoul, South Korea, September 25, 1962; graduated from Mount Tahoma High School, Tacoma, Wash., 1980; B.A., University of Washington, Seattle, Wash., 1984; M.B.A., Clark Atlanta University, Atlanta, Ga., 1992; marketing executive; member of the Tacoma, Wash., city council, 2008-2009; Mayor of Tacoma, Wash., 2010-2017; president and CEO, Seattle (Wash.) Metropolitan Chamber of Commerce, 2018-2019; elected as a Democrat to the One Hundred Seventeenth and to the succeeding Congress (January 3, 2021-present)."
C001085,"A Representative from Michigan; born in Detroit, Wayne County, Mich., March 2, 1957; attended Phillips Exeter Academy, Exeter, N.H.; attended Detroit public schools; attended Governor's Academy, Byfield, Mass.; B.F.A., Cornell University, Ithaca, N.Y., 1984; J.D., Georgetown University, Washington, D.C., 1987; lawyer, private practice; staff, United States Representative John Conyers of Michigan, 1989-1990; member of the Michigan state house of representatives, 1991, 1999-2003; unsuccessful candidate for reelection to the Michigan state house of representatives in 1992; unsuccessful candidate for election to the Detroit, Mich., city council in 2001; unsuccessful candidate for Mayor of Detroit, Mich., in 2005; member of the Michigan state senate, 2003-2010; elected as a Democrat to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012; unsuccessful candidate for nomination to the One Hundred Fourteenth Congress in 2014."
P000607,"A Representative from Wisconsin; born in Kenosha, Kenosha County, Wis., August 14, 1964; graduated from Mary D. Bradford High School, Kenosha, Wis., 1982; B.A., University of Wisconsin, Madison, Wis., 1986; businessman; member of the Dane County, Wis., board of supervisors, 1991-1996; member of the Wisconsin state assembly, 1999-2013; elected as a Democrat to the One Hundred Thirteenth and to the five succeeding Congresses (January 3, 2013-present)."
M001138,"A Representative from Illinois; born in Rockford, Winnebago County, Ill., March 24, 1944; graduated from Auburn High School, Rockford, Ill., 1962; B.A., American University, Washington, D.C., 1967; J.D., Marquette University School of Law, Milwaukee, Wis., 1970; lawyer, private practice; unsuccessful candidate for nomination to the One Hundred Second Congress in 1990; member, Republican National Committee; elected as a Republican to the One Hundred Third and to the nine succeeding Congresses (January 3, 1993-January 3, 2013); chair, Committee on Small Business (One Hundred Seventh through One Hundred Ninth Congresses); unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012."
S000480,"A Representative from New York; born Louise McIntosh in Harlan County, Ky., August 14, 1929; graduated from Somerset High School, Somerset, Ky., 1947; B.S., University of Kentucky, Lexington, Ky., 1951; M.S., University of Kentucky, Lexington, Ky., 1953; elected to the Monroe County, N.Y., legislature, 1976-1979; regional coordinator for New York department of state, 1976-1979; coordinator, regional office of New York lieutenant governor, 1979-1982; member of the New York state assembly, 1982-1986; elected as a Democrat to the One Hundredth and to the fifteen succeeding Congresses; served until her death on March 16, 2018 (January 3, 1987-March 16, 2018); chair, Committee on Rules (One Hundred Tenth and One Hundred Eleventh Congresses); died on March 16, 2018, in Washington, D.C.; remains were cremated."
A000374,"A Representative from Louisiana; born in Alto, Richland Parish, La., September 16, 1954; graduated from Mangham High School, Mangham, La., 1972; B.A., Louisiana State University, Baton Rouge, La., 1980; D.V.M., Louisiana State University School of Veterinary Medicine, Baton Rouge, La., 1980; M.D., Louisiana State University School of Medicine, New Orleans, La., 1994; Mississippi National Guard Special Forces, 1986-1989; flight instructor; general family practitioner; aviation medical examiner; elected as a Republican to the One Hundred Fourteenth and to the two succeeding Congresses (January 3, 2015-January 3, 2021); was not a candidate for reelection to the One Hundred Seventeenth Congress in 2020, but was an unsuccessful candidate for nomination for Governor of Louisiana."
D000327,"A Representative from Washington; born in Bremerton, Kitsap County, Wash., December 16, 1940; graduated from West Bremerton High School, Bremerton, Wash., 1959; B.A., University of Washington, Seattle, Wash., 1963; J.D., University of Washington School of Law, Seattle, Wash., 1968; lawyer, private practice; staff, United States Senator Warren G. Magnuson of Washington, 1968-1976; elected as a Democrat to the Ninety-fifth and to the seventeen succeeding Congresses (January 3, 1977-January 3, 2013); was not a candidate for reelection to the One Hundred Thirteenth Congress in 2012."
W000809,"a Representative from Arkansas; born in Russellville, Pope County, Ark., on February 18, 1957; graduated from Russellville High School, Russellville, Ark., 1975; B.A., Arkansas Tech University, Russellville, Ark., 1979; Arkansas Army National Guard, 1979-2009; radio station manager; consultant; member of the Rogers, Ark., city council, 1983-1984 and 1997-1998; Mayor of Rogers, Ark., 1999-2010; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present); chair, Committee on Budget (One Hundred Fifteenth Congress); chair, Joint Select Committee on Budget and Appropriations Process Reform (One Hundred Fifteenth Congress)."
G000575,"(Daughter of Bob Graham), a Representative from Florida; born in Miami Lakes, Miami-Dade County, Fla., January 31, 1963; graduated from Leon High School, Tallahassee, Fla., 1980; B.A., University of North Carolina, Chapel Hill, N.C., 1984; J.D., American University, Washington, D.C., 1988; lawyer, private practice; director of employee relations, Leon County, Fla., school district; elected as a Democrat to the One Hundred Fourteenth Congress (January 3, 2015-January 3, 2017); was not a candidate for reelection to the One Hundredth Fifteenth Congress in 2016; Assistant Secretary for Legislation and Congressional Affairs, United States Department of Education, 2021-present."
C001103,"a Representative from Georgia; born in Port Wentworth, Chatham County, Ga., September 6, 1957; graduated from Robert W. Groves High School, Garden City, Ga., 1975; A.A., Young Harris College, Young Harris, Ga., 1977; B.S., University of Georgia, Athens, Ga., 1980; pharmacist; business owner; member of the Pooler, Ga., city council, 1994-1995; Mayor of Pooler, Ga., 1996-2004; member of the Georgia state house of representatives, 2005-2009; member of the Georgia state senate, 2009-2014; elected as a Republican to the One Hundred Fourteenth and to the four succeeding Congresses (January 3, 2015-present)."
G000557,"A Representative from Alabama; born in Shreveport, Caddo Parish, La., August 6, 1942; attended Loyola University, Chicago, Ill., 1962-1964; B.S., Louisiana State University, Baton Rouge, La., 1966; M.D., Louisiana State University, Baton Rouge, La., 1970; United States Army Reserve, 1970-1973; teacher; physician; businessman; real estate developer; unsuccessful candidate for mayor of Huntsville, Ala., in 2004; member, Alabama state senate, 2006-2008; elected as a Democrat to the One Hundred Eleventh Congress; changed from the Democratic to Republican Party on December 22, 2009 (January 3, 2009-January 3, 2011); unsuccessful candidate for nomination for One Hundred Twelfth Congress in 2010; unsuccessful candidate for Governor of Alabama in 2014."
G000572,"A Representative from Texas; born in Alpine, Brewster County, Tex., December 2, 1961; graduated from Alpine High School, Alpine, Tex., 1980; B.A., Sul Ross State University, Alpine, Tex., 1982; J.D., University of Texas, Austin, Tex., 1985; lawyer; assistant attorney general, Office of the Attorney General, State of Texas, 1986-1989; member of the Texas state house of representatives, 1991-2012; chairman, Texas state house of representatives Democratic caucus, 1991-2001; elected as a Democrat to the One Hundred Thirteenth Congress (January 3, 2013-January 3, 2015); unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in 2014; unsuccessful candidate for election to the One Hundred Fifteenth Congress in 2016."
B000617,"A Representative from Texas; born in San Antonio, Bexar County, Tex., January 2, 1954; graduated from South San Antonio High School, San Antonio, Tex., 1972; B.J., University of Texas, Austin, Tex., 1976; journalist; broadcasting executive; elected as a Republican to the One Hundred Third and to the six succeeding Congresses (January 3, 1993-January 3, 2007); unsuccessful candidate for reelection to the One Hundred Tenth Congress."
M000404,"A Representative from Washington; born in Chicago, Cook County, Ill., December 28, 1936; B.S., Wheaton College, Wheaton, Ill., 1958; M.D., University of Illinois, Chicago, Ill., 1963; residence in adult psychiatry, University of Illinois hospitals, 1964-1966; residency in child psychiatry, University of Washington hospitals, Seattle, Wash., 1966-1968; United States Navy Medical Corps, 1968-1970; psychiatrist; faculty member, University of Washington, Seattle, Wash., 1970-1983; member of the Washington state house of representatives, 1971-1972; unsuccessful candidate for nomination as Governor of Washington in 1972; member of the Washington state senate, 1975-1987; unsuccessful candidate for election as governor of Washington in 1980; unsuccessful candidate for nomination as Governor of Washington in 1984; medical officer, United States Foreign Service, 1987-1988; elected as a Democrat to the One Hundred First and to the thirteen succeeding Congresses (January 3, 1989-January 3, 2017); chair, Committee on Standards of Official Conduct (One Hundred Third Congress); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016."
D000630,"a Representative from New York; born in Schenectady, Schenectady County, N.Y., January 28, 1977; graduated from Notre Dame-Bishop Gibbons High School, Schenectady, N.Y., 1995; B.A., Colgate University, Hamilton, N.Y., 1999; Rhodes Scholar, M.A., Oxford University, Oxford, England, 2001; J.D., Harvard University, Cambridge, Mass., 2005; musician; lawyer, private practice; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress until his resignation on May 25, 2022 (January 3, 2019-May 25, 2022); lieutenant governor of New York, 2022-present."
T000467,"a Representative from Pennsylvania; born in Howard, Centre County, Pa., July 27, 1959; B.S., Pennsylvania State University, University Park, Pa., 1981; M.Ed., Temple University, Philadelphia, Pa., 1988; rehabilitation therapist manager; member of the Bald Eagle, Pa., school board, 1990-1995; unsuccessful candidate for nomination to the Pennsylvania state house of representatives in 1998 and 2000; chair, Centre County Pa., Republican Party, 2002-2008; elected as a Republican to the One Hundred Eleventh and to the seven succeeding Congresses (January 3, 2009-present); chair, Committee on Agriculture (One Hundred Eighteenth Congress)."
C001117,"A Representative from Illinois; born in Dublin, Ireland, November 23, 1971; graduated from Woodlands High School, Hartsdale, NY, 1989; B.A., Middlebury College, Middlebury, Vt., 1993; M.S., Dartmouth College, Hanover, N.H., 1998; M.E.M., Dartmouth College, Hanover, N.H., 1998; businessman; scientist; consultant; elected as a Democrat to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
A000378,"A Representative from Iowa; born in Grand Rapids, Kent County, Michigan, April 20, 1965; graduated from Valley High School, West Des Moines, Iowa; B.A., University of Iowa, Iowa City, Iowa, 1987; M.B.A., Northwestern University, Evanston, Ill., 2002; staff, Iowa department of natural resources; staff, Iowa department of management; staff, Iowa department of administrative services; journalist; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-January 3, 2023); unsuccessful candidate for reelection to the One Hundred Eighteenth Congress in 2022."
M001210,"a Representative from North Carolina; born in Raleigh, Wake County, N.C., March 5, 1963; graduated from Raleigh Broughton High School, Raleigh, N.C.; graduated from Davidson College, Davidson, N.C., 1985; M.D., University of North Carolina, Chapel Hill, N.C.; urologic surgeon; member of the North Carolina state house of representatives, 2015-2019; elected as a Republican to the One Hundred Sixteenth Congress, by special election, to fill the vacancy caused by the death of United States Representative Walter Beaman Jones, Jr., and reelected to the two succeeding Congresses (September 10, 2019-present)."
